,make,model,variant,cc,seating_capacity,fuel_type,local_code
5961,FORD,ENDEAV ,ENDEAV XLT4X4CLUBGEAR 5STR PCV,2000,5,Diesel,3382
5962,Tata Motors,SAFARI ,SAFARI DICOR 4X2 VX FLIFT 8STR,2956,8,Diesel,3389
5963,HYUNDAI,VERNA ,VERNA - CV VT- I 1.6 - PETROL,1599,5,Petrol,3414
5964,MERCEDES BENZ,MERCEDES ,MERCEDES E-280 5STR PCV,2000,5,Petrol,3436
5965,HYUNDAI,SANTRO ,SANTRO GLS 5STR,1086,5,Petrol,3443
5966,TOYOTA,COROLLA ,COROLLA H3,1794,5,Petrol,3484
5967,HONDA,CITY ,CITY 1.5 GXI,1497,5,Petrol,3498
5968,HYUNDAI,SANTRO ,SANTRO ZIP PLUS LS,1086,5,Petrol,3508
5969,FORD,FIESTA ,FIESTA 1.4 NEW,1388,5,Diesel,3519
5970,HYUNDAI,TUCSON ,TUCSON CRDI MT,1991,5,Diesel,3596
5971,AUDI,AUDI ,AUDI A4 2.0 TDI,2000,5,Diesel,3609
5972,TOYOTA,COROLLA ,COROLLA H5 - 5STR PCV,1799,5,Petrol,3728
5973,TOYOTA,COROLLA ,COROLLA H6 - 5STR PCV,1799,5,Petrol,3729
5974,MERCEDES BENZ,E-270 ,E-270 CDI 5STR PCV,2700,5,Diesel,3768
5975,HYUNDAI,SANTRO ,SANTRO LP E 2,1086,5,Petrol,3893
5976,FIAT,PETRA ,PETRA 1.2 ELX,1198,5,Petrol,3967
5977,AUDI,4E204L ,4E204L PCV,1781,5,Petrol,3976
5978,HONDA,CITY ,CITY 1.5 LXI,1497,5,Petrol,3995
5979,TOYOTA,CAMRY ,CAMRY W1-5 STR-PCV,2362,5,Petrol,3997
5980,MERCEDES BENZ,E ,E 200 K CLASSIC 5STR PCV,2148,5,Petrol,3999
5981,HONDA,CITY ,CITY ZX 1.5 EXI,1497,5,Petrol,4018
5982,MARUTI,ESTEEM ,ESTEEM AX,1298,5,Petrol,4024
5983,HYUNDAI,VERNA ,VERNA 1.5 L CRDI VGT,1493,5,Diesel,4039
5984,FIAT,UNO,UNO,999,5,Petrol,4041
5985,CHEVROLET,AVEO ,AVEO UVA 1.2,1150,5,Petrol,4070
5986,CHEVROLET,AVEO ,AVEO UVA 1.2 LS,1150,5,Petrol,4071
5987,Tata Motors,INDICA ,INDICA XETA GVG,1396,5,Petrol,4091
5988,Tata Motors,SAFARI ,SAFARI 4X2 EX DICOR F/LIFT E-3,2956,8,Diesel,6205
5989,Tata Motors,SAFARI ,SAFARI 4X2 LX DICOR F/LIFT,2956,8,Diesel,6207
5990,Tata Motors,SAFARI ,SAFARI 4X2 VXI F/L E-3,2092,8,Petrol,6209
5991,Tata Motors,SAFARI ,SAFARI 4X4 EX DICOR F/L E-3,2956,8,Diesel,6210
5992,Tata Motors,SAFARI ,SAFARI 4X4 LX DICOR F/L E-3,2956,8,Diesel,6212
5993,Tata Motors,SAFARI ,SAFARI 4X4 VXI F/L E-3,2092,8,Petrol,6214
5994,HYUNDAI,TERRACAN ,TERRACAN 2.5 CRDI 8STR PCV,2499,8,Diesel,6702
5995,TOYOTA,CAMRY ,CAMRY 2.4 V3 - 5STR PCV,2398,5,Petrol,6707
5996,HONDA,ACCORD ,ACCORD 2.4 VTI L AT 5STR PCV,2354,5,Petrol,6983
5997,TOYOTA,CAMRY ,CAMRY ACV40R,2362,5,Petrol,7021
5998,HONDA,ACCORD ,ACCORD VTI-L MT 5STR PCV,2354,5,Petrol,7043
5999,HONDA,ACCORD ,ACCORD AT 5STR PCV,2354,5,Petrol,7165
6000,Tata Motors,INDICA ,INDICA XETA GVS BSIII,1193,5,Petrol,7226
6001,Tata Motors,INDICA ,INDICA XETA GLG,1396,5,Petrol,7248
6002,MARUTI,WAGON ,WAGON R 1.0 ANNIVERSARY,1498,4,Petrol,7264
6003,Tata Motors,INDICA ,INDICA GVE,1405,5,Petrol,7298
6004,Tata Motors,INDICA ,INDICA XETA GVE P E-3,1396,5,Petrol,7322
6005,FORD,ENDEVOUR ,ENDEVOUR 4X2-7STR-PCV,2500,7,Diesel,7344
6006,MARUTI,ZEN ,ZEN ESTILO VXI E-3,1061,5,Petrol,7358
6007,MERCEDES BENZ,S ,S 500 L 5STR PCV,2850,5,Petrol,7383
6008,Tata Motors,INDICA ,INDICA XETA GVG BSIII,1193,5,Petrol,7391
6009,Tata Motors,INDICA ,INDICA GV,1405,5,Petrol,7397
6010,HONDA,HONDA ,HONDA CRV M/T 2.4,2354,5,Petrol,7429
6011,MARUTI,ZEN ,ZEN  ESTILO LX,998,5,Petrol,7475
6012,MARUTI,ZEN ,ZEN ESTILO LXI,1061,5,Petrol,7477
6013,MERCEDES BENZ,E ,E 240 5STR PCV,2987,5,Petrol,7507
6014,MERCEDES BENZ,C ,C 220 CDI MT 5STR PCV,2987,5,Diesel,7539
6015,HONDA,CIVIC ,CIVIC 1.8 MT 5STR PCV,1798,5,Petrol,7548
6016,HONDA,CRV ,CRV RVSI MT,2354,5,Petrol,7623
6017,HYUNDAI,SONATA ,SONATA S20 5 STR PCV,2000,5,Petrol,7626
6018,TOYOTA,DCM,DCM,2200,5,Diesel,7922
6019,SKODA,SKODA ,SKODA SUPERB 2.5 TDI 5STR PCV,2498,5,Diesel,7947
6020,Tata Motors,INDICA ,INDICA V2 XETA GV E3,1396,5,Petrol,8046
6021,BMW,530 ,530 D 5STR PCV,2993,5,Diesel,8054
6022,HONDA,CRV ,CRV RVI 5STR PCV,2000,5,Petrol,8077
6023,HONDA,CITY ,CITY 1.6 ZXI,1597,5,Petrol,8231
6024,MERCEDES BENZ,S-350L ,S-350L 5STR PCV,3724,5,Petrol,8241
6025,CHEVROLET,CHEVROLET ,CHEVROLET OPTRA SRV,1599,5,Petrol,8336
6026,HONDA,CRV ,CRV 2.4 MT 5STR PCV,2398,5,Petrol,8365
6027,CHEVROLET,FORESTER ,FORESTER AWD 2.0,1994,5,Diesel,8392
6028,CHEVROLET,AVEO ,AVEO UVA 1.2 LT,1150,5,Petrol,8427
6029,HONDA,CIVIC ,CIVIC 1.8 AT 5STR PCV,1799,5,Petrol,8576
6030,MARUTI,WAGON ,WAGON R PRIDE,1061,5,Petrol,8624
6031,MARUTI,WAGON ,WAGON R PRIMEA,1061,5,Petrol,8663
6032,MARUTI,SWIFT ,SWIFT VDI,1248,5,Diesel,8674
6033,Tata Motors,SAFARI ,SAFARI VX 4X2 7STR,1948,7,Diesel,8675
6034,MARUTI,SWIFT ,SWIFT LDI,1248,5,Diesel,8696
6035,HYUNDAI,ACCENT ,ACCENT GLE E-II,1495,5,Petrol,8997
6036,TOYOTA,CAMRY ,CAMRY W2 5STR PCV,2400,5,Petrol,8998
6037,GENERAL MOTORS,OPEL ,OPEL CORSA GLS 1.6 PETROL,1599,5,Petrol,9019
6038,TOYOTA,CAMRY ,CAMRY V4 5STR PCV,2000,5,Petrol,9025
6039,BMW,730 ,730 LD 5STR PCV,2993,5,Diesel,9050
6040,HONDA,CITY ,CITY ZX VTEC MT,1497,5,Petrol,9076
6041,FORD,FIESTA ,FIESTA 1.4 ZXI PETROL,1388,5,Petrol,9083
6042,SKODA,LAURA ,LAURA 1.9 PD MT 5STR PCV,1896,5,Petrol,9084
6043,NISSAN MOTORS INDIA PVT LTD,X ,X TRAIL COMFORT 5STR PCV,2148,5,Diesel,9101
6044,HYUNDAI,ELANTRA ,ELANTRA GLS PCV,1800,5,Petrol,9123
6045,HYUNDAI,ELANTRA ,ELANTRA CRDI PCV,2000,5,Diesel,9124
6046,HYUNDAI,SONATA ,SONATA GOLD 5STR PCV,1999,5,Diesel,9154
6047,MERCEDES BENZ,BENZ ,BENZ C 200 CDI 5STR PCV,2148,5,Petrol,9248
6048,TOYOTA,CAMRY ,CAMRY V6 5STR PCV,2000,5,Petrol,10047
6049,LAND ROVER,RANGE ,RANGE ROVER 3.0 TD6 DISEL 5STR PCV,3500,5,Diesel,10066
6050,HYUNDAI,SONATA ,SONATA EMBERA CRDI,1991,5,Diesel,10082
6051,HYUNDAI,SANTRO ,SANTRO ZIP PLUS LP,1086,5,Petrol,10158
6052,HYUNDAI,GETZ ,GETZ PRIME GVS,1086,5,Petrol,10159
6053,HYUNDAI,GETZ ,GETZ PRIME GLE,1086,5,Petrol,10160
6054,HYUNDAI,GETZ ,GETZ PRIME GLS,1341,5,Petrol,10161
6055,HYUNDAI,GETZ ,GETZ PRIME GTX ABS,1086,5,Petrol,10162
6056,MARUTI,ZEN ,ZEN LX E-II,993,5,Petrol,10177
6057,MERCEDES BENZ,BENZ ,BENZ C 180,1800,5,Petrol,10224
6058,FIAT,FIAT ,FIAT PALIO 1.1 STILE SLX,1108,5,Petrol,10288
6059,FIAT,FIAT ,FIAT PALIO 1.6 STILE SPORT,1596,5,Petrol,10289
6060,BMW,320D ,320D 5STR PCV,1995,5,Diesel,10296
6061,Tata Motors,INDICA ,INDICA XETA GLS V2 BSIII,1396,5,Petrol,10314
6062,CHEVROLET,SPARK ,SPARK 1.0,995,5,Petrol,10353
6063,CHEVROLET,SPARK ,SPARK 1.0 LS,995,5,Petrol,10354
6064,CHEVROLET,SPARK ,SPARK 1.0 LT,995,5,Petrol,10355
6065,HYUNDAI,GETZ ,GETZ PRIME GLX,1298,5,Petrol,10370
6066,HYUNDAI,VERNA ,VERNA SX,1493,5,Diesel,10379
6067,NISSAN,TEANA,TEANA,2496,5,Petrol,10422
6068,CHEVROLET,OPTRA ,OPTRA 1.6 PLATINUM,1599,5,Petrol,10460
6069,LAND ROVER,DISCOVERY ,DISCOVERY 7STR PCV,2000,7,Petrol,10484
6070,MARUTI,SX4 ,SX4 1.6 ZXI,1586,5,Petrol,10508
6071,MARUTI,SX4 ,SX4 1.6 VXI,1586,5,Petrol,10570
6072,Mitsubishi,CEDIA ,CEDIA SPIRIT,1999,5,Petrol,10600
6073,Tata Motors,SAFARI ,SAFARI EX MICO E2 5STR,1948,5,Diesel,10648
6074,TOYOTA,COROLLA ,COROLLA H7,1794,5,Petrol,10746
6075,CHEVROLET,OPTRA ,OPTRA MAGNUM TCDI LS,1991,5,Diesel,10777
6076,CHEVROLET,OPTRA ,OPTRA 2.0 LT TCDI,1998,5,Diesel,10818
6077,CHEVROLET,OPTRA ,OPTRA 2.0 LS TCDI,1991,5,Diesel,10824
6078,CHEVROLET,OPTRA ,OPTRA MAGNUM 2.0 LT,1991,5,Diesel,10836
6079,HONDA,CIVIC ,CIVIC MT V,1799,5,Petrol,10878
6080,BAJAJ TEMPO LTD,TEMPO ,TEMPO TRAX CRUISER 12STR,2596,12,Diesel,10892
6081,MARUTI,WAGON ,WAGON R LXI-996CC,996,5,Petrol,10896
6082,SKODA,SUPERB ,SUPERB 2.8 V6 5STR PCV,2798,5,Petrol,10945
6083,HONDA,CIVIC ,CIVIC 1.8 V AT,1799,5,Petrol,10947
6084,CHEVROLET,SPARK ,SPARK 1.0 E,995,5,Petrol,11071
6085,SKODA,LAURA ,LAURA ELEGANCE 1.9 PD 5STR PCV,1896,5,Petrol,11084
6086,MERCEDES BENZ,S ,S 320 CDIL 5STR PCV,2987,5,Diesel,11105
6087,HYUNDAI,SANTRO ,SANTRO XG E-2,1086,5,Petrol,11187
6088,CHEVROLET,OPTRA ,OPTRA MAGNUM 1.6 LS,1599,5,Petrol,11192
6089,FORD,FUSION ,FUSION 1.4 TDCI,1399,5,Diesel,11268
6090,CHEVROLET,OPTRA ,OPTRA MAGNUM 1.6 LT,1598,5,Petrol,11327
6091,FIAT,PALIO ,PALIO 1.2 ELX,1248,5,Petrol,11468
6092,TOYOTA,PRADO ,PRADO 8STR,3996,8,Diesel,11479
6093,FIAT,PALIO ,PALIO STILE SLE,1108,5,Petrol,11485
6094,MARUTI,GRAND ,GRAND VITARA,6000,4,Petrol,11613
6095,CHEVROLET,SPARK ,SPARK 1.0 LS SPORTS,995,5,Petrol,11619
6096,FIAT,PALIO ,PALIO STILE 1.1 SL,1100,5,Petrol,11630
6097,HONDA,CITY ,CITY ZX VTEC PLUS,1497,5,Petrol,11679
6098,HYUNDAI,ACCENT,ACCENT,1493,5,Petrol,11715
6099,HYUNDAI,SANTRO ,SANTRO ZIP,1100,5,Petrol,11768
6100,HYUNDAI,GETZ ,GETZ GVS 1.5 CRDI,1493,5,Diesel,11769
6101,Tata Motors,SAFARI ,SAFARI EX DICOR 2.2 4X2,2179,7,Diesel,11775
6102,Tata Motors,SAFARI ,SAFARI VX VTT DICOR 2.2 4X2,2179,7,Diesel,11778
6103,GENERAL MOTORS,OPEL ,OPEL CORSA CDTI,1248,5,Diesel,11789
6104,TOYOTA,COROLLA ,COROLLA H7,1798,5,Petrol,11797
6105,Tata Motors,SAFARI ,SAFARI 4X4 EX DICOR 2.2,2179,7,Diesel,11803
6106,Tata Motors,SAFARI ,SAFARI VX DICOR 2.2 4X4,2179,7,Diesel,11808
6107,NISSAN MOTORS INDIA PVT LTD,TEANA ,TEANA 5STR PCV,2349,5,Petrol,11819
6108,Tata Motors,SAFARI ,SAFARI LX 2.2 VTT DICOR,2179,7,Diesel,11834
6109,HYUNDAI,I10 ,I10 ERA,1086,5,Petrol,11843
6110,NISSAN,X ,X TRAIL 2.2 DI,2184,5,Diesel,11847
6111,HYUNDAI,I10 ,I10 MAGNA,1086,5,Petrol,11850
6112,HYUNDAI,I10 ,I10 D LITE,1086,5,Petrol,11857
6113,HYUNDAI,I10 ,I10 OPTION,1086,5,Petrol,11875
6114,PGO,BUGRIDER ,BUGRIDER BR 150,150,2,Petrol,12001
6115,CHEVROLET,SPARK ,SPARK 1.0 PS,995,5,Petrol,12022
6116,SKODA,FABIA ,FABIA CLASSIC 1.4,1422,5,Diesel,12081
6117,SKODA,FABIA ,FABIA ELEGANCE 1.4,1422,5,Petrol,12087
6118,SKODA,FABIA ,FABIA AMBIENTE 1.4,1422,5,Petrol,12088
6119,SKODA,FABIA ,FABIA ELEGANCE 1.4 MPI,1390,5,Petrol,12094
6120,HYUNDAI,GETZ ,GETZ PRIME GVS 1.5 VGT,1496,5,Petrol,12112
6121,HONDA,CRV ,CRV 2.0,1997,5,Petrol,12122
6122,NISSAN MOTORS INDIA PVT LTD,X ,X TRAIL ELEGANCE 5STR,2148,5,Diesel,12130
6123,HYUNDAI,I10 ,I10 GLS,1086,5,Petrol,12151
6124,Mitsubishi,LANCER ,LANCER 1.5 LX,1468,5,Petrol,12152
6125,HYUNDAI,GETZ ,GETZ DLS CRDI,1493,5,Diesel,12163
6126,TOYOTA,CAMRY ,CAMRY ACV 30R,2362,5,Petrol,12240
6127,HYUNDAI,SANTRO ,SANTRO XING XP,1086,5,Petrol,12278
6128,MARUTI,BALENO ,BALENO ALTURA BS-2,1590,5,Petrol,12283
6129,MARUTI,ESTEEM ,ESTEEM VELOCITY BS-2,1298,5,Petrol,12287
6130,MARUTI,ZEN ,ZEN LX BS-I,993,5,Petrol,12288
6131,MARUTI,ZEN ,ZEN LXI BS-2,993,5,Petrol,12294
6132,MARUTI,ZEN ,ZEN LXI BS-1,993,5,Petrol,12295
6133,HYUNDAI,SANTRO ,SANTRO LE,1086,5,Petrol,12296
6134,HYUNDAI,SANTRO ,SANTRO LS,1086,5,Petrol,12297
6135,HYUNDAI,SANTRO ,SANTRO GS,1086,5,Petrol,12298
6136,HYUNDAI,SANTRO ,SANTRO XING XK,1086,5,Petrol,12299
6137,HYUNDAI,SANTRO ,SANTRO XING XG,1086,5,Petrol,12300
6138,HYUNDAI,SANTRO ,SANTRO XING XS,1086,5,Petrol,12301
6139,MARUTI,ALTO ,ALTO VXI BS-2,1061,5,Petrol,12303
6140,MARUTI,ESTEEM ,ESTEEM DI BS-2,1527,5,Petrol,12306
6141,MARUTI,ZEN ,ZEN LX BS-3,993,5,Petrol,12311
6142,MARUTI,ZEN ,ZEN LXI BS-3,993,5,Petrol,12312
6143,HYUNDAI,SANTRO ,SANTRO GL,1086,5,Petrol,12321
6144,HYUNDAI,ACCENT ,ACCENT 1.6 GLS,1599,5,Petrol,12322
6145,MARUTI,BALENO ,BALENO GLX BS-2,1590,5,Petrol,12333
6146,HYUNDAI,SANTRO ,SANTRO XO,1086,5,Petrol,12336
6147,HYUNDAI,SANTRO ,SANTRO X NON AC,1086,5,Petrol,12345
6148,FIAT,PALIO ,PALIO STILE MULTIJET 1.3 SDE,1248,5,Petrol,12349
6149,FIAT,PALIO ,PALIO STILE 1.3 SDX,1248,5,Petrol,12371
6150,FORD,IKON ,IKON 1.6 SXI,1597,5,Petrol,12372
6151,MARUTI,SWIFT ,SWIFT DZIRE LXI,1298,5,Petrol,12395
6152,MARUTI,SWIFT ,SWIFT DZIRE VXI,1298,5,Petrol,12407
6153,MARUTI,SWIFT ,SWIFT DZIRE VDI,1248,5,Diesel,12408
6154,MARUTI,SWIFT ,SWIFT DZIRE ZXI,1298,5,Petrol,12410
6155,MARUTI,SWIFT ,SWIFT DZIRE LDI,1298,5,Diesel,12416
6156,MARUTI,SWIFT ,SWIFT DZIRE ZDI,1248,5,Diesel,12418
6157,FIAT,UNO ,UNO TREND 1.7,1697,5,Petrol,12420
6158,FIAT,PALIO ,PALIO STILE 1.3 SD,1298,5,Petrol,12433
6159,VOLVO,XC ,XC 90 V8,4414,7,Diesel,12471
6160,MARUTI,GYPSY,GYPSY,970,5,Petrol,12522
6161,BMW,525 ,525 D,2993,5,Diesel,12528
6162,SKODA,FABIA ,FABIA AMBIENTE 1.2 MPI,1198,5,Petrol,12556
6163,HONDA,CRV ,CRV 2WD MT,1997,5,Petrol,12575
6164,SKODA,FABIA ,FABIA CLASSIC 1.2 MPI,1198,5,Petrol,12576
6165,SKODA,FABIA ,FABIA ACTIVE 1.4,1390,5,Petrol,12585
6166,CHEVROLET,CAPTIVA,CAPTIVA,1991,7,Diesel,12617
6167,HONDA,ACCORD ,ACCORD ELEGANCE AT,2354,5,Petrol,12639
6168,SKODA,FABIA ,FABIA ACTIVE 1.2 MPI,1198,5,Petrol,12650
6169,MITSUBISHI,PAJERO ,PAJERO DSL,2835,6,Diesel,12739
6170,HONDA,ACCORD ,ACCORD ELEGANCE MT,2354,5,Petrol,12776
6171,BMW,530 ,530 I,3000,5,Petrol,12782
6172,HONDA,ACCORD ,ACCORD INSPIRE AT,2354,5,Petrol,12789
6173,LAND ROVER,RANGE ,RANGE ROVER 3.6 V8,3598,5,Diesel,12799
6174,VOLKSWAGEN,PASSAT,PASSAT,1968,5,Diesel,12842
6175,HONDA,ACCORD ,ACCORD INSPIRE MT,2354,5,Petrol,12877
6176,FORD,FIESTA ,FIESTA 1.6 DURATEC EXI,1598,5,Petrol,12893
6177,HYUNDAI,SONATA ,SONATA EMBERA 5STR,2359,5,Petrol,12910
6178,HONDA,CRV ,CRV 2.4 AT 5STR,2354,5,Petrol,12912
6179,SKODA,OCTAVIA ,OCTAVIA AMBIENTE 1.8 TPI,1781,5,Petrol,12927
6180,PREMIER,SIGMA ,SIGMA EX 7STR,2000,7,Diesel,12934
6181,PREMIER,SIGMA ,SIGMA EX 9STR,2000,9,Diesel,12935
6182,PREMIER,SIGMA ,SIGMA DX 7STR,2000,7,Diesel,12937
6183,PREMIER,SIGMA ,SIGMA DX 9STR,2000,9,Diesel,12938
6184,HYUNDAI,I10 ,I10 SPORTZ,1197,5,Petrol,12939
6185,HYUNDAI,I10 ,I10 ASTA,1197,5,Petrol,12956
6186,HONDA,CIVIC ,CIVIC HYBRID,1339,5,Petrol,12973
6187,FORD,FIESTA ,FIESTA 1.6 SPORTS,1596,5,Petrol,12979
6188,SKODA,OCTAVIA ,OCTAVIA ELEGANCE 1.9 TDI MT,1896,5,Diesel,13034
6189,VOLKSWAGEN,CRAFTER ,CRAFTER 2.5 TDI,2459,14,Diesel,13049
6190,Tata Motors,INDICA ,INDICA VISTA SAFIRE AURA,1172,5,Petrol,13057
6191,Tata Motors,INDICA ,INDICA VISTA QUADRAJET AURA,1248,5,Diesel,13058
6192,Tata Motors,INDICA ,INDICA VISTA SAFIRE AQUA,1172,5,Petrol,13060
6193,Tata Motors,INDICA ,INDICA VISTA SAFIRE TERRA,1172,5,Petrol,13061
6194,HYUNDAI,GETZ ,GETZ PRIME GVS 1.3,1341,5,Petrol,13080
6195,HYUNDAI,I10 ,I10 MAGNA 1.2,1197,5,Petrol,13081
6196,TOYOTA,COROLLA ,COROLLA ALTIS GL,1794,5,Petrol,13095
6197,TOYOTA,COROLLA ,COROLLA ALTIS G,1794,5,Petrol,13103
6198,TOYOTA,COROLLA ,COROLLA ALTIS VL,1798,5,Petrol,13104
6199,HONDA,CIVIC ,CIVIC 1.8 SPORT,1796,5,Petrol,13109
6200,FIAT,FIAT ,FIAT 500,1248,4,Petrol,13114
6201,CHEVROLET,CRUZE ,CRUZE LT,1991,5,Diesel,13133
6202,MERCEDES BENZ,E ,E 220 CDI,2148,5,Diesel,13187
6203,FORD,FIESTA ,FIESTA 1.6 DURATEC S,1596,5,Petrol,13188
6204,MARUTI,800 ,800 UNIQ,796,4,Petrol,13189
6205,VOLKSWAGEN,TOUAREG,TOUAREG,2967,5,Diesel,13192
6206,HYUNDAI,SANTRO ,SANTRO XING GL 5STR,1086,5,Petrol,13195
6207,FORD,IKON ,IKON 1.4 TDCI TREND,1399,5,Diesel,13204
6208,HYUNDAI,ACCENT ,ACCENT EXECUTIVE,1495,5,Petrol,13249
6209,CHEVROLET,IMPALA,IMPALA,2500,5,Diesel,13267
6210,Mitsubishi,LANCER ,LANCER 1.5 SFXI,1468,5,Petrol,13281
6211,TOYOTA,COROLLA ,COROLLA ALTIS G,1794,5,Petrol,13287
6212,TOYOTA,KIJANG,KIJANG,2494,5,Diesel,13293
6213,MARUTI,A ,A STAR LXI,998,5,Petrol,13311
6214,MARUTI,A ,A STAR VXI,998,5,Petrol,13312
6215,MARUTI,A ,A STAR ZXI,998,5,Petrol,13313
6216,FORD,IKON ,IKON 1.3 ROCAM,1297,5,Petrol,13318
6217,HONDA,CIVIC ,CIVIC HYBRID,1339,5,Petrol,13322
6218,BMW,740 ,740 LI,2979,5,Petrol,13368
6219,MERCEDES BENZ,VIANO,VIANO,2148,8,Petrol,13384
6220,MARUTI,ZEN ,ZEN ESTILO SPORTS,1061,5,Petrol,13406
6221,HYUNDAI,I20 ,I20 ASTA,1197,5,Petrol,13408
6222,HYUNDAI,I20 ,I20 MAGNA,1197,5,Petrol,13409
6223,BMW,650I ,650I CONVERTIBLE,4799,5,Petrol,13434
6224,AUDI,AUDI ,AUDI A8,4163,5,Petrol,13435
6225,FIAT,LINEA ,LINEA 1.4,1368,5,Petrol,13437
6226,FIAT,LINEA ,LINEA 1.3,1248,5,Diesel,13438
6227,HONDA,CIVIC ,CIVIC 1.8 E,1799,5,Petrol,13450
6228,CHEVROLET,SPARK ,SPARK 1.2,1199,5,Petrol,13463
6229,BMW,520 ,520 D,1995,5,Diesel,13465
6230,BMW,750 ,750 I AL7,5400,5,Petrol,13466
6231,HYUNDAI,VERNA ,VERNA 1.6 SX VTVT,1591,5,Petrol,13516
6232,HYUNDAI,VERNA ,VERNA 1.5 GLS,1493,5,Petrol,13530
6233,Tata Motors,SAFARI ,SAFARI 2.2 GX,2179,7,Diesel,13567
6234,SKODA,FABIA ,FABIA ELEGANCE 1.2 MPI,1198,5,Petrol,13582
6235,HYUNDAI,SONATA ,SONATA 2.0 CRDI,1991,5,Diesel,13586
6236,Tata Motors,XENON ,XENON XT,2179,5,Diesel,13589
6237,Tata Motors,NANO,NANO,624,4,Petrol,13623
6238,FIAT,PEUGEOT.,PEUGEOT.,1360,5,Petrol,13634
6239,TOYOTA,COROLLA ,COROLLA ALTIS J,1794,5,Petrol,13635
6240,VOLKSWAGEN,JETTA,JETTA,1896,5,Diesel,13666
6241,Tata Motors,INDICA ,INDICA VISTA QUADRAJET TERRA,1248,5,Diesel,13672
6242,TOYOTA,CAMRY ,CAMRY ACV 40R,2362,5,Petrol,13701
6243,HYUNDAI,SONATA ,SONATA TRANSFORM 2.0,1991,5,Diesel,13713
6244,MERCEDES BENZ,C ,C 220 CDI,2148,5,Diesel,13719
6245,MARUTI,RITZ ,RITZ 1.2,1197,5,Petrol,13759
6246,MARUTI,RITZ ,RITZ 1.3,1248,5,Petrol,13760
6247,HYUNDAI,SONATA ,SONATA TRANSFORM 2.4,2359,5,Petrol,13774
6248,HONDA,ACCORD ,ACCORD 3.5 V6,3471,5,Petrol,13786
6249,HYUNDAI,VERNA ,VERNA VTVT,1591,5,Petrol,13789
6250,FORD,FIESTA ,FIESTA 1.6 LTD EDITION,1596,5,Petrol,13800
6251,HONDA,JAZZ,JAZZ,1198,5,Petrol,13830
6252,FIAT,GRANDE ,GRANDE PUNTO 1.2,1172,5,Petrol,13848
6253,FIAT,GRANDE ,GRANDE PUNTO 1.3,1248,5,Petrol,13849
6254,FIAT,GRANDE ,GRANDE PUNTO 1.4,1368,5,Petrol,13850
6255,MARUTI,GYPSY ,GYPSY KING,1298,8,Petrol,13854
6256,TOYOTA,COROLLA ,COROLLA ALTIS SPORT,1794,5,Petrol,13855
6257,HYUNDAI,I20 ,I20 ASTA 1.4,1396,5,Diesel,13917
6258,HYUNDAI,SANTRO ,SANTRO NON AC,1086,5,Petrol,13918
6259,HYUNDAI,I20 ,I20 MAGNA 1.4,1396,5,Diesel,13925
6260,Tata Motors,INDICA ,INDICA V2 XETA GLE,1193,5,Petrol,13943
6261,CHEVROLET,AVEO ,AVEO 1.4 LT,1399,5,Petrol,13956
6262,MARUTI,SWIFT ,SWIFT GLAM,1298,5,Petrol,13968
6263,Tata Motors,INDICA ,INDICA V2 XETA GL,1193,5,Petrol,13980
6264,TOYOTA,COROLLA ,COROLLA ALTIS J,1794,5,Petrol,13994
6265,TOYOTA,CAMRY ,CAMRY W4,2362,5,Petrol,13998
6266,TOYOTA,FORTUNER ,FORTUNER V,2982,7,Diesel,14017
6267,TOYOTA,CAMRY ,CAMRY W3,2362,5,Petrol,14026
6268,FORD,MONDEO,MONDEO,1999,5,Diesel,14032
6269,FORD,IKON ,IKON 1.4 DURATORQ TDCI,1399,5,Diesel,14044
6270,CHEVROLET,CRUZE,CRUZE,1991,5,Diesel,14046
6271,FORD,IKON ,IKON IKOOL,1399,5,Petrol,14050
6272,HONDA,CITY ,CITY 1.5 V,1497,5,Petrol,14067
6273,HONDA,CIVIC ,CIVIC 1.8 S,1799,5,Petrol,14068
6274,NISSAN,X-TRAIL ,X-TRAIL SLX,1995,5,Diesel,14119
6275,MARUTI,ALTO ,ALTO XCITE,796,5,Petrol,14128
6276,CHEVROLET,CRUZE ,CRUZE LTZ,1991,5,Diesel,14143
6277,MARUTI,800 ,800 AC,796,5,Petrol,14168
6278,MARUTI,800 ,800 STD,796,5,Petrol,14169
6279,MARUTI,ALTO ,ALTO STD,796,5,Petrol,14170
6280,MARUTI,ALTO ,ALTO LX,796,5,Petrol,14171
6281,MARUTI,ALTO ,ALTO LXI,796,5,Petrol,14176
6282,MARUTI,ESTEEM ,ESTEEM LX,1298,5,Petrol,14182
6283,MARUTI,ESTEEM ,ESTEEM LXI,1298,5,Petrol,14183
6284,MARUTI,ESTEEM ,ESTEEM VX,1298,5,Petrol,14184
6285,MARUTI,ESTEEM ,ESTEEM VXI,1298,5,Petrol,14185
6286,MARUTI,GRAND ,GRAND VITARA,1995,5,Petrol,14186
6287,CHEVROLET,OPTRA ,OPTRA 1.6 LT,1599,5,Petrol,14196
6288,HYUNDAI,SANTRO ,SANTRO XING X,1086,5,Petrol,14197
6289,HYUNDAI,SANTRO ,SANTRO XING XE,1086,5,Petrol,14198
6290,HYUNDAI,SANTRO ,SANTRO XING XL,1086,5,Petrol,14199
6291,MARUTI,WAGON ,WAGON R AX,1061,5,Petrol,14205
